"Flush cache","Svuota cache"
"Total amount due of","Importo totale dovuto di"
"You pay back","Hai ripagato"
"installements of","rate mensili di"
"over a period of","per una durata di"
"months","mesi"
"Fixed Annual Percentage Rate (APR) of","Tasso Annuo Effettivio Globale fisso (TAEG) a"
"Fixed borrowing rate of","TAN fisso del"
"Interest and fees due of","Interessi e commissioni dovute di"
"Pay in %1 times without fees (for %2€/month) with","Paga in %1 rate senza commissioni (per %2€/mese) con"
"Pay in %1 times (for %2€/month) with","Paga in %1 rate (per %2€/mese) con"
"Cell Phone number is not french and in international format (+33XXXXXXXXX). Please update your phone number of your address and try again.","Il numero di cellulare non è francese e deve essere in formato internazionale (+39XXXXXXXXX). Aggiorna il numero di telefono del tuo indirizzo e riprova."
"Cell Phone number is not spanish and in international format (+34XXXXXXXXX). Please update your phone number of your address and try again.","Il numero di cellulare non è spagnolo e deve essere in formato internazionale (+39XXXXXXXXX). Aggiorna il numero di telefono del tuo indirizzo e riprova."
"Simple","Semplice"
"Instant","Istantaneo"
"Secured","Sicuro"
"Younited, it's never been easier","Younited, non è mai stato così facile"
"to pay in installments.","pagare a rate."
"Have a question? Visit our","Hai una domanda? Visita la nostra"
"dedicated page","pagina dedicata"
"Bank Card","Carta bancaria"
"Your purchase for ","Il tuo acquisto per "
"/month","/mese"
"Start paying","Comincia a pagare"
"in just 30 days!","dopo 30 giorni."
"Credit amount","Importo del finanziamento"
"Interest on credit","Interessi"
"Total amount due","Importo totale dovuto di"
"Fixed APR","TAEG fisso"
"Fixed lending rate","TAN fisso"
"Taking out a loan is a commitment with an obligation of repayment. Verify your ability to repay the loan before committing.","Contrarre un prestito comporta un impegno con obbligo di rimborso. Verifica la tua capacità di rimborsare il prestito prima di impegnarti."
"Custom","Personalizzato"
"image-marketing-en.png","image-marketing-it.png"
"Have a question about","Una domanda riguardo"
"You can reach a technical team or your account manager from your back office via our ticketing system.","Puoi contattare il team tecnico o il tuo account manager dal back office di Younited Pay tramite il nostro sistema di ticket."
"If your question concerns technical difficulties with the module, please refer to","Se la tua domanda riguarda problemi tecnici con il modulo, ti preghiamo di contattare"
"our support team","il nostro team di supporto"
"More informations","Più informazioni"
"Need Help ?","Hai bisogno di aiuto?"
"What is YounitedPay ?","Cos'è Younited Pay?"
"Younited Pay is an instant credit offer from Younited. With Younited Pay, your customers can pay for their purchases in installments, with maturities ranging from 1x to 84x. This solution is available for baskets between 100€ and 50 000€. You will be paid for the entire order and we take care of any outstanding payments. We are paid by taking a commission on the transactions that are made through our payment solution. There are no additional costs. For more information: https://www.younited-pay.com","Younited Pay è l’offerta di credito istantaneo di Younited. Con Younited Pay, i tuoi clienti possono pagare i loro acquisti a rate, con durate che vanno da 1x a 96x. Questa soluzione è disponibile per carrelli compresi tra 100€ e 60.000€. Tu riceverai il pagamento dell’intero ordine e noi ci occuperemo di eventuali pagamenti insoluti. Il nostro guadagno deriva da una commissione sulle transazioni effettuate tramite la nostra soluzione di pagamento. Non ci sono costi aggiuntivi. Per maggiori informazioni:"
"How does YounitedPay ?","Come funziona Younited Pay?"
"Once the customer has completed his order on your website, and has selected the type of payment in installments that suits him, he will be redirected to our subscription path. During this process, he will be asked to verify his identity, to provide his credit card information for the monthly payments and to fill out a form declaring his solvency. These steps allow the YounitedPay solution to be regulated and responsible, in line with the legislation.","Una volta che il cliente avrà completato il suo ordine sul tuo sito e avrà scelto il tipo di pagamento a rate più adatto, verrà reindirizzato al nostro percorso di sottoscrizione. Durante questo processo, gli verrà richiesto di verificare la propria identità, fornire un IBAN per i pagamenti mensili e, in alcuni casi, caricare un documeno di reddito. Questi passaggi permettono alla soluzione YounitedPay di essere regolamentata e responsabile, in conformità con la normativa vigente."
"What information should I add to my General Terms and Conditins (GTC) ?","Quali informazioni dovrei aggiungere alle mie Condizioni Generali di Contratto (CGC)?"
"How do I display YounitedPay on my product page ?","Come posso mostrare Younited Pay sulla mia pagina di prodotto?"
"To optimize your conversion rate and ensure that your customers are aware of the YounitedPay offer, you can display the eligible offers on your product page. To do so, activate the 'Show monthly installments' function in the 'Display' section of the module. If the display is not optimal, make sure you have downloaded the latest version of the module.","Per ottimizzare il tasso di conversione e assicurarti che i tuoi clienti siano a conoscenza dell’offerta Younited Pay, puoi mostrare le offerte disponibili sulla pagina di prodotto. Per farlo, attiva la funzione 'Mostra rate mensili' nella sezione 'Visualizzazione' del modulo. Se la visualizzazione non è ottimale, assicurati di aver scaricato l’ultima versione del modulo."
"How are refunds processed ?","Come vengono gestiti i rimborsi?"
"How can I test the module if I don't have a staging environment for my website ?","Come posso testare il modulo se non ho un ambiente di staging per il mio sito web?"
"You have the possibility to whitelist IP addresses, allowing a test of the module on your production environment without display to all clients.","Hai la possibilità di inserire nella whitelist gli indirizzi IP, permettendo di testare il modulo nell'ambiente di produzione senza mostrarlo a tutti i clienti."
"Younited Credit transaction started. Reference: %1","Transazione Younited Pay avviata. Riferimento: %1"
"Customer successfully returns from Younited Pay. Invoice creation #%1.","Il cliente è tornato con successo da Younited Pay. Creazione fattura #%1.”"
"Cannot contact Younited Credit API. Status code: %1 - %2.","Impossibile contattare l’API di Younited. Codice di stato: %1 - %2."
"Younited API returns an invalid response.","L’API di Younited restituisce una risposta non valida."
"Please check your Younited API connexion informations.","Si prega di controllare le informazioni di connessione all’API di Younited."
"Payment refused, or error occurs during validation. Please try again.","Pagamento rifiutato o si è verificato un errore durante la validazione. Riprova."
"Disabled","Disabilitato"
"Payment ID","ID pagamento"
"Payment Date","Data di pagamento"
"Payment Status","Stato del pagamento"
"At checkout step, select <b>Younited Pay</b>","In fase di checkout sul sito, seleziona <b>Younited Pay</b>"
"Choose the repayment <b>duration</b>","Scegli la <b>durata</b> del rimborso"
"<b>Simply</b> and <b>securely</b> connect your bank account","Connetti il tuo conto corrente bancario in modo <b>semplice</b> e <b>sicuro</b>"
"Receive a response <b>within seconds</b>","Ricevi una risposta in <b>pochi secondi</b>"
"Buy now and pay as you go","Compra ora e paga man mano"
"(excluding optional insurance)","(esclusa l'assicurazione facoltativa)"
"Cannot find Younited Credit payment informations.","Non riesco a trovare le informazioni di pagamento di Younited."
"Payment Status updated on","Stato del pagamento aggiornato il"
"Maturity","Durata"
"To confirme","Per confermare"
"Younited Credit activation failed.","Attivazione di Younited Pay non riuscita."
"Confirmed","Confermato"
"Canceled","Cancellato"
"Younited Pay : please consider either make a total refund, or make a partial refund AFTER you ship the order.","Younited Pay: si prega di considerare di effettuare un rimborso totale oppure un rimborso parziale solamente DOPO aver spedito l’ordine."
"An error occured with Younited Payment refund. Please do it manually from Younited Payment dashboard.","Si è verificato un errore durante il rimborso con Younited Pay. Effettua il rimborso manualmente dalla dashboard di Younited Pay."
"Younited Payment contract successfully updated.","Il contratto di Younited Pay è stato aggiornato correttamente."
"By law you the credit must only be triggered once the products are shipped to the customer.","Per legge, il finanziamento deve essere attivato solo una volta che i prodotti sono stati spediti al cliente."
"In order to comply with the legislation, please add to your General Terms and Conditions (GTC) with the hyperlinks and replace [the Seller] with your company name:","Per conformarti alla normativa, aggiungi alle tue Condizioni Generali di Contratto (CGC) i seguenti collegamenti ipertestuali e sostituisci [il Venditore] con il nome della tua azienda:"
"[The Seller] offers its Customers the credit service of Younited Pay for the settlement of their purchases and the execution of the payment. This is conditional on the Customer's acceptance of the credit agreement offered by Younited.","[Il Venditore] offre ai propri Clienti il servizio di credito Younited Pay per il pagamento dei loro acquisti e l’esecuzione del pagamento. Ciò è subordinato all’accettazione, da parte del Cliente, del contratto di credito offerto da Younited."
"Any refusal by Younited to grant credit for an order may result in the cancellation of the order.","\Qualsiasi rifiuto della concessione del credito da parte di Younited per un ordine ne comporterà l’annullamento."
"Any termination of the T&Cs binding the Customer and [the Seller] shall result in the termination of the credit agreement between Younited and the Customer.","La risoluzione delle CGC tra il Cliente e [il Venditore] comporterà automaticamente anche la risoluzione del contratto di credito tra Younited e il Cliente."
"In addition, also add to your General Terms and Conditions (GTC) (in accordance with Article L312-45, under penalty of fine):","Inoltre, aggiungi alle tue Condizioni Generali di Contratto (CGC) (in conformità all’articolo L312-45, sotto pena di sanzione):"
"The amount is paid by a credit granted by Younited registered on the REGAFI under number 13156.","L’importo è corrisposto tramite un credito concesso da Younited, iscritta al REGAFI con il numero 13156."
"There are two possibilities of refund: total and partial. These requests can be made directly from the back office of your Magento.<br />You have just to create a Credit Memo from the Order page.<br />Partial refund can be done too, but order need to be shipped before.","Esistono due possibilità di rimborso: totale e parziale. Queste richieste possono essere effettuate direttamente dal back office di Magento.Basta creare una Nota di Credito dalla pagina dell'ordine. È possibile effettuare anche un rimborso parziale, ma l’ordine deve essere spedito prima."
"Reminder: the minimum monthly payment is 9.99 euros / month","Promemoria: la rata mensile minima è di 9.99 €/mese"
"Please check your Magento configuration client_id and client_secret to enable Younited Credit.","Controlla la configurazione del client_id e client_secret per per abilitare Younited Pay su Magento."
"Support","Supporto"
"Click to learn more","Clicca qui per saperne di più"
"Total credit amount","Importo totale del credito"
"Start paying in just 30 days !","Inizia a pagare dopo 30 giorni!"
"Your purchase for","Il tuo acquisto per"
"Payment in","Pagamento in"
"times","rate"
"Interest (excl. optional insurance)","Interessi (esclusa l'assicurazione facoltativa)"
"Product page only","Solo pagina di prodotto"
"Cart page only","Solo pagina di carrello"
"Both product and cart pages","Pagine di prodotto e carrello"
"A question regarding Younited Pay?","Hai una domanda su Younited Pay?"
"If your question is related to Younited Pay solution or your commercial relationship with Younited Pay, please connect to your back-office and use our support system directly integrated in the back-office.If your question is related to Younited Pay module in Magento, you can contact our dedicated technical support by clicking on the button below.<br /><br /><a class=""""button action-default"""" target=""""_blank"""" href=""""https://commercemarketplace.adobe.com/younitedcredit-younitedpay-module-magento2.html"""">Contact Support</a>","Se la tua domanda riguarda la soluzione Younited Pay o il tuo rapporto commerciale con Younited, accedi al tuo back-office e utilizza il nostro sistema di supporto direttamente integrato nel back-office. Se la tua domanda riguarda il modulo Younited Pay per Magento, puoi contattare il nostro supporto tecnico dedicato cliccando sul pulsante qui sotto. <br /><br /> <a class=""button action-default"" target=""_blank"" href=""https://commercemarketplace.adobe.com/younitedcredit-younitedpay-module-magento2.html"">Contatta il Supporto</a>"
"FAQ","FAQ"
